n_nodes,n_edges,avg_degree,network_density,source_degree,target_degree,euclidean_distance,shortest_path_hops,avg_edge_cost,max_edge_cost,min_edge_cost,source_betweenness,target_betweenness,n_alternative_paths,path,path_cost,path_distance,path_hops,path_regenerators,path_found,path_osnr,path_viable,source,target,network_id,network_type,network_name
71,331,9.32394366197183,0.13319919517102616,7,8,379.84878848208524,1,9121088.64,9121088.64,9121088.64,0.11915471410410934,0.04627236829000864,12,"[70, 52]",9121088.64,448.55,1,3,True,15.74,False,70,52,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,9,11,734.7373916128603,4,6269006.595,7940093.3,4100299.81,0.18156287380574984,0.11389427867834218,3252,"[24, 51, 70, 17, 5]",25076026.38,1233.79,4,8,True,16.33,False,24,5,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,8,597.3038563349157,2,7565540.34,9008001.86,6123078.82,0.0271941650548417,0.013590602479112595,46,"[69, 0, 4]",15131080.68,744.05,2,5,True,15.8,False,69,4,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,8,9,430.28395166878613,2,5635717.95,6141476.95,5129958.95,0.01177808745042238,0.10595718623622512,149,"[67, 45, 28]",11271435.9,553.5699999999999,2,4,True,18.97,False,67,28,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,10,7,541.2615482904125,4,5715405.944999999,9094901.49,3376063.42,0.036032800058719915,0.13375410244822009,2334,"[34, 21, 5, 17, 70]",22861623.779999997,1125.58,4,7,True,15.76,False,34,70,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,10,6,1404.7481103077457,5,7020791.24,9082430.2,5468416.86,0.005940769973586177,0.01928934158791676,19753,"[64, 10, 60, 24, 59, 0]",35103956.2,1725.19,5,12,True,15.76,False,64,0,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,5,17,961.5154778347959,4,6540623.055,9221723.34,4341172.91,0.00307339798258949,0.019480823795019288,3208,"[20, 69, 36, 38, 14]",26162492.22,1288.1299999999999,4,8,True,15.69,False,20,14,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,9,1152.9045790983532,4,7976110.3775,9397387.55,5763442.94,0.016617743143580627,0.03981651097295087,697,"[68, 52, 70, 7, 37]",31904441.51,1567.7200000000003,4,11,True,15.61,False,68,37,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,10,11,103.11744539353253,1,2613332.69,2613332.69,2613332.69,0.012646527929806183,0.03452267785218412,62,"[11, 25]",2613332.69,128.17,1,1,True,23.72,True,11,25,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,11,3,895.8876035510626,3,8079045.533333334,9071437.39,6290359.06,0.10813137144785014,0.024601713593625913,53,"[5, 17, 31, 41]",24237136.6,1191.86,3,8,True,15.77,False,5,41,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,13,16,1207.2392997757447,4,6406792.46,7596184.03,4286875.28,0.025460055416996627,0.03964047095111134,1195,"[23, 39, 25, 40, 37, 61]",32033962.3,1574.1899999999998,5,11,True,16.51,False,23,61,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,8,963.0334424421217,4,6338900.4860000005,9094901.49,3376063.42,0.046327511458125734,0.05237085609220226,1116,"[58, 5, 21, 34, 42, 59]",31694502.430000003,1559.7199999999998,5,10,True,15.76,False,58,59,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,8,11,1032.073430565553,4,6780300.495,9082430.2,4134848.19,0.07312054127370124,0.017315990041038988,7808,"[59, 24, 60, 14, 30]",27121201.98,1333.5600000000002,4,9,True,15.76,False,59,30,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,11,15,1397.7704489388102,4,5734730.033333334,9116910.76,1311071.38,0.021110972345890388,0.06233124608606009,1676,"[65, 56, 40, 37, 60, 10, 15]",34408380.2,1695.42,6,10,True,15.75,False,65,15,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,4,8,1205.695632055671,5,5336909.203333333,7993189.56,1034159.13,0.004924219673006504,0.008299444974147092,11723,"[50, 45, 53, 29, 39, 1, 33]",32021455.22,1573.58,6,11,True,16.31,False,50,33,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,17,10,365.25593541313077,1,8520781.75,8520781.75,8520781.75,0.030718883748484846,0.0038615088441517997,76,"[18, 64]",8520781.75,418.54,1,3,True,16.04,True,18,64,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,13,1122.785113653813,4,7649436.365,9397387.55,4621719.2,0.06081643421704547,0.03084552785268684,1081,"[68, 52, 70, 27, 2]",30597745.46,1504.89,4,10,True,15.61,False,68,2,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,9,408.7577975240798,2,7342683.755,7940093.3,6745274.21,0.12067936760326353,0.19627673421235398,193,"[70, 51, 24]",14685367.51,721.76,2,5,True,16.33,False,70,24,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,8,8,946.184960919057,4,3659983.0083333342,6464779.98,1034159.13,0.01309528821907527,0.01189146404625021,10255,"[4, 11, 1, 39, 29, 53, 67]",21959898.050000004,1083.0100000000002,6,6,True,18.81,False,4,67,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,9,9,198.38658323570368,1,5129958.95,5129958.95,5129958.95,0.01143938033267885,0.07542821318069483,30,"[45, 28]",5129958.95,251.5,1,2,True,19.47,True,45,28,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,6,7,1095.8635289124775,4,6109238.8,8687165.02,2060644.16,3.674948240165631e-05,0.03893526359700033,1765,"[57, 64, 15, 27, 70, 58]",30546194.0,1502.31,5,10,True,15.96,False,57,58,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,3,10,659.1454067265299,2,7850901.69,9146237.4,6555565.98,0.0,0.040577506719551217,51,"[63, 68, 8]",15701803.38,772.5899999999999,2,5,True,15.73,False,63,8,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,8,5,239.57619726829063,1,5442893.29,5442893.29,5442893.29,0.06874511887177938,0.003951398055356933,10,"[59, 20]",5442893.29,267.14,1,2,True,19.32,True,59,20,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,8,7,872.728512928503,4,6092457.406,7622522.38,4231730.49,0.017620808302751954,0.15904442274727093,1240,"[4, 56, 40, 37, 7, 70]",30462287.03,1498.12,5,10,True,16.49,False,4,70,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,7,1182.480482976006,4,6410974.880000001,8687165.02,2502011.33,0.00038330859966197314,0.03461278963254262,2055,"[49, 32, 15, 27, 70, 58]",32054874.400000002,1572.7400000000002,5,12,True,15.96,False,49,58,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,9,11,1071.0545317756669,4,4986178.718333334,9094901.49,3255339.72,0.05297663207484306,0.15677984554770383,2828,"[28, 8, 5, 21, 34, 42, 56]",29917072.310000002,1473.35,6,9,True,15.76,False,28,56,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,6,6,1015.4826531859737,4,5113757.55,8753995.24,2060644.16,0.0,0.014119562278576848,11007,"[57, 64, 14, 38, 36, 55]",25568787.75,1260.94,5,7,True,15.93,False,57,55,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,3,11,1344.082310386204,5,5856978.611666667,7993189.56,3074161.19,0.00024499654934437537,0.04841112226065581,4303,"[63, 68, 45, 53, 29, 34, 42]",35141871.67,1727.1000000000001,6,12,True,16.31,False,63,42,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,13,14,263.22318359914567,1,6677757.95,6677757.95,6677757.95,0.04699390636124313,0.0886757606843188,102,"[2, 7]",6677757.95,328.89,1,2,True,18.7,False,2,7,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,16,15,177.33137197667259,1,2154389.48,3579429.89,729349.07,0.012612321734470274,0.033935559774334496,139,"[19, 61, 60]",4308778.96,212.94,2,1,True,23.24,True,19,60,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,3,13,1115.0958425371552,4,7441067.079999999,9071437.39,5527131.72,0.022928377270605118,0.06329700394806856,210,"[41, 31, 17, 5, 29]",29764268.319999997,1463.2199999999998,4,10,True,15.77,False,41,29,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,16,11,1012.0620383965016,3,8392680.25,9423328.65,6637801.34,0.07275154275743506,0.014872839873344732,268,"[46, 24, 56, 65]",25178040.75,1238.9099999999999,3,8,True,15.59,False,46,65,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,7,15,604.8658044570459,2,7223241.235,7457550.07,6988932.4,0.15519139838336124,0.062405782734697636,366,"[70, 27, 10]",14446482.47,709.8299999999999,2,5,True,16.57,False,70,10,0,synthetic,
71,331,9.32394366197183,0.13319919517102616,11,7,1291.8750182201802,5,7214343.15,9397387.55,2502011.33,0.007662891925751136,0.06870018517145299,7126,"[32, 15, 27, 70, 52, 68]",36071715.75,1771.08,5,13,True,15.61,False,32,68,0,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,18,179.46974909904773,1,4171048.72,4171048.72,4171048.72,0.004820458005991247,0.01990150713949798,187,"[0, 1]",4171048.72,206.05,1,1,True,22.94,True,0,1,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,13,11,82.4397664624903,1,980903.59,1124209.41,837597.77,0.0032761906047262695,0.0028265773232089846,80,"[53, 31, 27]",1961807.18,98.09,2,0,True,29.44,True,53,27,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,26,334.90682103912565,2,2651930.6,3680868.69,853281.45,0.014694503313809495,0.032992327563540105,1919,"[1, 50, 68, 62]",7955791.8,392.78,3,2,True,23.18,False,1,62,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,24,25,184.98505055702216,1,4175299.9,4175299.9,4175299.9,0.021648263548734087,0.030283834473751874,215,"[76, 48]",4175299.9,206.26,1,1,True,22.94,True,76,48,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,10,18,205.75111426804165,1,4688306.13,4688306.13,4688306.13,0.0004014923645078608,0.008592946893919838,94,"[32, 9]",4688306.13,231.92,1,1,True,22.68,False,32,9,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,19,14,294.03612741813015,2,3469672.885,4118407.82,2820937.95,0.01097921142646259,0.0015646531938438453,1687,"[19, 7, 69]",6939345.77,341.97,2,2,True,22.97,False,19,69,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,16,18,496.87453811773804,3,4042940.716666667,5072341.11,3375612.35,0.003463703772064244,0.016144743065448983,17189,"[30, 7, 50, 1]",12128822.15,596.4399999999999,3,4,True,19.5,False,30,1,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,16,547.4153898354809,3,4362763.846666667,5072341.11,3375612.35,0.00419198217513112,0.001573126866628005,10296,"[35, 50, 7, 30]",13088291.54,644.4200000000001,3,4,True,19.5,False,35,30,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,28,324.5362868624212,2,2572562.3433333333,3348581.09,1159671.8,0.0020887296086098796,0.015468417014114597,3285,"[34, 41, 47, 82]",7717687.03,380.88,3,2,True,23.35,False,34,82,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,23,290.9733721263376,2,3552172.9450000003,4409212.42,2695133.47,0.000998071854357261,0.04366253358848797,3596,"[17, 26, 57]",7104345.890000001,350.22,2,2,True,22.82,False,17,57,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,17,629.0179276849863,4,3015556.74,4101536.59,1189042.34,0.0033791958114742153,0.00582125302320635,256277,"[87, 23, 41, 12, 76, 44]",15077783.700000001,743.8900000000001,5,4,True,22.97,False,87,44,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,13,8,675.0953162235013,4,3282349.52,4175299.9,2694910.98,0.010110836803174733,0.0,55181,"[16, 76, 48, 7, 69, 58]",16411747.6,808.09,5,5,True,22.94,False,16,58,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,19,13,598.6204165393262,3,4668209.906666666,4979559.43,4175299.9,0.022838075752468972,0.004077662625338943,7201,"[13, 48, 76, 53]",14004629.719999999,690.23,3,4,True,19.55,False,13,53,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,16,382.72726767940867,2,3013509.35,4245815.93,1575517.06,0.014088126270716561,0.0020676627459592606,1445,"[51, 69, 36, 30]",9040528.05,447.03,3,2,True,22.9,False,51,30,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,27,13,355.6397665767156,2,2880895.9433333334,5147941.61,1465737.92,0.05647816111938404,0.02544178971635686,1628,"[12, 3, 1, 4]",8642687.83,427.14,3,2,True,19.47,False,12,4,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,13,24,564.3144445908675,3,3259221.5875,4665525.18,815970.16,0.0001924532160646252,0.049321576796142616,19783,"[61, 43, 59, 83, 50]",13036886.35,644.35,4,3,True,22.69,False,61,50,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,24,436.5565410669128,3,3681675.9200000004,4518124.11,2532188.68,0.012423747683164564,0.04279637330045064,33650,"[35, 57, 3, 76]",11045027.760000002,544.76,3,3,True,22.77,False,35,76,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,19,433.8978621663859,3,2570552.6675,5179984.83,335873.73,0.013734592639400694,0.00117181741927508,37610,"[35, 26, 41, 49, 18]",10282210.67,506.61,4,3,True,19.45,False,35,18,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,18,565.2718665766816,3,2844233.1619999995,4498542.59,1790016.8,0.0012638589957000607,0.0061925395711605255,10185,"[17, 74, 28, 55, 69, 9]",14221165.809999999,703.56,5,3,True,22.78,False,17,9,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,11,17,268.41803909051316,2,3212556.355,3665748.55,2759364.16,0.0,0.016085970021083706,2135,"[37, 0, 35]",6425112.71,316.26,2,2,True,23.19,True,37,35,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,30,384.40661925025984,2,3074550.6133333333,3808526.01,2362011.74,0.0008973270800886352,0.041011871565299576,3268,"[39, 60, 5, 72]",9223651.84,456.18999999999994,3,2,True,23.12,False,39,72,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,17,684.6495557737469,4,3938893.925,4665525.18,2847071.14,0.009548602372806622,0.0013522274613896462,187936,"[51, 50, 83, 82, 29]",15755575.7,777.78,4,4,True,22.69,False,51,29,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,14,517.3192639854111,3,3060157.9825,4498542.59,1790016.8,0.004061715508788855,0.003671571539013197,8209,"[17, 74, 28, 55, 69]",12240631.93,604.53,4,3,True,22.78,False,17,69,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,24,10,598.9443356807842,4,2931952.7879999997,4665525.18,1938855.46,0.00540402515094427,0.001851083263892023,128940,"[81, 22, 83, 50, 51, 32]",14659763.939999998,727.99,5,2,True,22.69,False,81,32,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,28,479.642627545031,3,3859929.7300000004,4665525.18,2847071.14,0.02059274548831791,0.02379593699566586,23367,"[75, 50, 83, 82]",11579789.190000001,571.49,3,3,True,22.69,False,75,82,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,11,18,688.9807983199213,4,3338562.12,4498542.59,1790016.8,0.0,0.011995366265483866,93499,"[37, 74, 28, 55, 69, 67]",16692810.6,824.6399999999999,5,4,True,22.78,False,37,67,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,18,683.4507376862216,4,3220872.732,4530885.64,849359.67,0.0037420361631619174,0.003126232902370939,210890,"[17, 72, 73, 3, 48, 45]",16104363.66,795.21,5,4,True,22.76,False,17,45,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,10,18,510.2155324393834,3,2506251.824,5236208.76,705664.39,0.0012746289374438082,0.0022745651758801994,5736,"[32, 75, 35, 33, 74, 17]",12531259.120000001,619.06,5,3,True,19.42,False,32,17,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,27,128.67700608597303,1,1512336.83,2596463.2,428210.46,0.00659432193140205,0.01074284345113834,337,"[42, 60, 85]",3024673.66,148.73,2,1,True,23.73,True,42,85,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,26,31,87.70059680598008,1,2217228.44,2217228.44,2217228.44,0.015272855878567837,0.03802205791645391,420,"[22, 47]",2217228.44,110.86,1,0,True,28.89,False,22,47,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,14,16,628.6321376817751,4,3717418.3125,4571949.73,2820937.95,0.002647701832796875,0.003686413457146359,101112,"[69, 7, 25, 11, 80]",14869673.25,733.49,4,4,True,22.74,False,69,80,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,28,19,322.3255635663732,2,2649435.8333333335,3393851.34,1182980.47,0.026892850940496243,0.0014593617766965688,3213,"[82, 6, 5, 23]",7948307.5,392.40999999999997,3,2,True,23.33,False,82,23,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,12,19,734.5064095437975,4,2894364.5749999997,4530885.64,849359.67,7.505182882682312e-05,0.010104345120310974,110840,"[14, 23, 72, 73, 3, 48, 19]",17366187.45,858.3100000000001,6,4,True,22.76,False,14,19,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,21,17,107.03409739967053,1,2569513.96,2569513.96,2569513.96,0.0035210877313806804,0.0006943285973258048,227,"[8, 29]",2569513.96,125.98,1,1,True,23.74,True,8,29,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,11,25,294.6639942547845,2,3594181.58,4120995.77,3067367.39,0.0010566843684514204,0.01778626661143095,1782,"[31, 11, 59]",7188363.16,354.42,2,2,True,22.96,False,31,59,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,19,19,169.94751587905833,1,4304012.72,4304012.72,4304012.72,0.009367926059126059,0.00918760540564922,193,"[19, 36]",4304012.72,212.7,1,1,True,22.87,True,19,36,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,14,28,479.83919731729,3,2268844.3099999996,3876669.31,725971.94,0.003354155953358647,0.02094458600396548,13951,"[69, 68, 10, 59, 70, 82]",11344221.549999999,562.21,5,2,True,23.09,False,69,82,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,14,28,411.03206841711255,2,2448377.9125,5011418.45,83090.24,0.0030488681208039707,0.06150890843128996,1968,"[24, 45, 48, 62, 83]",9793511.65,482.16999999999996,4,3,True,19.53,False,24,83,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,23,535.9958260514218,3,2597604.8740000003,4640338.08,853281.45,0.004450821179184087,0.011582606772575808,17616,"[0, 35, 50, 68, 62, 66]",12988024.370000001,641.9,5,3,True,22.7,False,0,66,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,18,22,245.7332410569098,2,2884459.51,3418913.16,2350005.86,0.004179011849906649,0.002722576562424548,3850,"[56, 18, 43]",5768919.02,285.95,2,1,True,23.32,False,56,43,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,21,19,339.32568889054426,2,2568009.57,4052459.04,1289557.93,0.007177973221823963,0.0039592327205969285,2196,"[63, 5, 60, 18]",7704028.71,382.70000000000005,3,1,True,23.0,False,63,18,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,17,21,647.3371304664546,4,3960752.675,4665525.18,2847071.14,0.018415083881157177,0.01162442709351914,227112,"[51, 50, 83, 82, 8]",15843010.7,782.15,4,4,True,22.69,False,51,8,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,26,364.2248988552846,2,3185594.8800000004,5281861.53,853281.45,0.010785913445106758,0.04255569396201847,1597,"[26, 50, 68, 62]",9556784.64,470.33000000000004,3,3,True,19.4,False,26,62,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,24,15,575.8839955224507,3,3302689.8325,5011418.45,1960501.43,0.00766137411827973,0.001304277718390617,15586,"[81, 22, 83, 62, 86]",13210759.33,653.04,4,3,True,19.53,False,81,86,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,23,24,205.99670148409842,1,4744054.98,4744054.98,4744054.98,0.02291714789039631,0.0380086197843566,191,"[66, 76]",4744054.98,234.7,1,1,True,22.65,False,66,76,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,20,29,273.8897566428762,2,2161493.83,2539427.57,1749355.8,0.013936346744960942,0.02801403726253755,3909,"[26, 73, 47, 6]",6484481.49,321.72,3,1,True,23.76,False,26,6,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,10,19,508.25071698218625,3,3131990.6525000003,5236208.76,1982605.81,0.0014029130114195224,0.005487036848489303,6047,"[32, 75, 35, 33, 23]",12527962.610000001,618.9,4,3,True,19.42,False,32,23,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,27,19,357.79917161844145,2,2773485.066666667,5050256.51,83090.24,0.053905453284369256,0.015743414570929117,2379,"[12, 62, 48, 19]",8320455.2,408.52,3,3,True,19.51,True,12,19,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,26,24,285.277309554492,2,3313013.3049999997,4665525.18,1960501.43,0.012099081086272537,0.05228664736621055,3397,"[22, 83, 50]",6626026.609999999,328.81,2,1,True,22.69,False,22,50,1,synthetic,
88,879,19.977272727272727,0.22962382445141066,31,24,242.7743973529733,2,3145594.5549999997,3244035.61,3047153.5,0.043116879353356355,0.053464156843433634,3948,"[47, 3, 50]",6291189.109999999,309.56,2,2,True,23.4,True,47,50,1,synthetic,
40,111,5.55,0.1423076923076923,18,3,1044.409039272873,1,27078722.59,27078722.59,27078722.59,0.25997174590291994,0.00038986354775828454,13,"[2, 13]",27078722.59,1326.44,1,11,True,1.32,False,2,13,2,synthetic,
40,111,5.55,0.1423076923076923,3,4,1824.4629541726651,3,17807001.0,25783750.39,4151631.54,8.99685110211426e-05,0.01345569635043319,165,"[13, 5, 17, 26]",53421003.0,2621.05,3,20,True,2.36,False,13,26,2,synthetic,
40,111,5.55,0.1423076923076923,3,5,721.8411034364636,2,15095026.396666666,23615575.65,8992919.31,0.0005853795327479538,0.0046163388268651425,41,"[35, 0, 2, 18]",45285079.19,2221.76,3,17,True,3.87,False,35,18,2,synthetic,
40,111,5.55,0.1423076923076923,4,4,1103.1071008376884,2,29279698.134999998,32775645.88,25783750.39,0.010021197875448886,0.011351543942637059,28,"[26, 17, 3]",58559396.269999996,2870.4700000000003,2,23,True,0.0,False,26,3,2,synthetic,
40,111,5.55,0.1423076923076923,5,19,1490.163520492973,2,18352974.36,27713029.41,8992919.31,0.035792618687355525,0.21349346784569456,101,"[20, 2, 0]",36705948.72,1800.3000000000002,2,14,True,1.0,False,20,0,2,synthetic,
40,111,5.55,0.1423076923076923,3,19,710.0050870348103,1,18038355.76,18038355.76,18038355.76,0.0019943019943019944,0.2565228631018104,10,"[39, 0]",18038355.76,884.42,1,7,True,7.7,False,39,0,2,synthetic,
40,111,5.55,0.1423076923076923,4,9,797.7612285531378,3,9840690.86,18617961.57,4328335.2,0.0013307842255210675,0.06666856535277586,399,"[8, 0, 29, 4]",29522072.58,1451.11,3,10,True,7.42,False,8,4,2,synthetic,
40,111,5.55,0.1423076923076923,3,3,621.4242113708552,3,19127497.35,29910228.18,9428468.23,0.003918985497932866,0.0008261531540883768,91,"[32, 7, 1, 4, 11]",76509989.4,3750.49,4,30,True,0.0,False,32,11,2,synthetic,
40,111,5.55,0.1423076923076923,19,4,167.98671519098374,2,15730279.11,16923421.95,14537136.27,0.18762133802619635,0.013868374091046153,61,"[0, 27, 28]",31460558.22,1545.53,2,11,True,8.91,False,0,28,2,synthetic,
